name,steam_appid,required_age,controller_support,supported_languages,developers,publishers,platforms,categories,genres,release_date,followers,estimated_wishlists,tags,price,estimated_revenue,currency,owners,average_forever,average_2weeks,median_forever,median_2weeks,concurrent_users,total_positive,total_negative,total_reviews
Go Marbles!,2553580,0,none,English,Aaron Balint,NetPlay Software,windows,"Single-player,Steam Achievements,Steam Workshop,Steam Cloud,Steam Leaderboards,Includes level editor,Family Sharing","Casual,Indie,Racing,Simulation,Early Access","Nov 15, 2024",12,144,"Early Access,Racing,3D Platformer,Parkour,Level Editor,Physics,Sandbox,Puzzle,Building,Tutorial,Automation,First-Person,Third Person,3D,Game Development,Education,Relaxing,Bullet Time,Casual,Procedural Generation",19.99,0,USD,"0 .. 20,000",0,0,0,0,0,0,0,0
街头打手II,3250910,0,none,Traditional Chinese,梦支雅,Liu yuwei,windows,"Single-player,Family Sharing","Action,Adventure,Casual,Indie,RPG,Simulation","Nov 30, 2024",7,84,"RPG,2D Fighter,2D Platformer,2D,1990's,Story Rich,Bullet Time,Combat,Action,Adventure,Indie,Casual,Simulation,Violent,Hack and Slash,Singleplayer",0.99,0,USD,"0 .. 20,000",0,0,0,0,0,0,0,0
Saving Animals,1333990,0,none,English,PhoenixFire Games,PhoenixFire Games,windows,"Single-player,Family Sharing","Adventure,Casual,Indie,Simulation","Jun 18, 2021",521,6252,"Match 3,Strategy,Simulation,Puzzle,Family Friendly,Logic,Singleplayer,Adventure,Indie,Time Management,Casual,Early Access",4.99,475,USD,"0 .. 20,000",0,0,0,0,0,1,3,4
Beyond Blue,883360,0,full,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Dutch, Traditional Chinese, Turkish",E-Line Media,E-Line Media,windows,"Single-player,Steam Achievements,Full controller support,Family Sharing","Adventure,Casual,Indie,Simulation","Jun 11, 2020",11766,141192,"Underwater,Adventure,Exploration,Indie,Simulation,Education,Singleplayer,Casual,Science,Story Rich,Female Protagonist,Nature,Great Soundtrack,Open World,Atmospheric,Relaxing,Third Person,Walking Simulator,Epic,Psychological Horror",19.99,447692,USD,"100,000 .. 200,000",0,0,0,0,2,825,116,941
Know by heart,685670,0,full,"English, Russian",Ice-Pick Lodge,Ice-Pick Lodge,windows,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Family Sharing","Adventure,Casual,Indie","Feb 10, 2022",2565,30780,"Adventure,Story Rich,Drama,Romance,Realistic,Atmospheric,Narration,3D,Emotional,Multiple Endings,Visual Novel,Singleplayer,Retro,Casual,Nature,Minimalist,Third Person,Soundtrack,Isometric,Point & Click",19.99,338742,USD,"20,000 .. 50,000",0,0,0,0,1,636,76,712
Hentai Stories,2642820,0,none,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Russian, Japanese, Simplified Chinese, Traditional Chinese",Horny Capybara Studio,Horny Capybara Studio,windows,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Adventure,Casual,Indie,RPG,Simulation","Feb 14, 2025",4412,52944,,13.99,24639,USD,"0 .. 20,000",0,0,0,0,40,71,3,74
"Bolt Riley, A Reggae Adventure",331210,0,full,English,"Adventure Mob,Corbomite Games","Adventure Mob,Corbomite Games","windows,mac,linux","Single-player,Steam Achievements,Full controller support,Captions available,Commentary available,Family Sharing","Adventure,Casual,Indie","Feb 8, 2018",624,7488,"Stylized,Singleplayer,Music,Relaxing,Surreal,Colorful,Cute,Parody ,2.5D,Mature,Detective,Dark Humor,Linear,Minigames,Mouse only,Dark Comedy,Dark,Dark Fantasy,Fantasy,Satire",4.99,2850,USD,"0 .. 20,000",0,0,0,0,0,10,14,24
Razenroth 2,1425370,0,none,"English, German, Simplified Chinese, Polish, Russian",Enitvare,Enitvare,windows,"Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards,Family Sharing","Action,Indie,RPG","Aug 6, 2021",199,2388,"Action,RPG,Roguelike,Action RPG,CRPG,Hack and Slash,Action Roguelike,Lovecraftian,2D,Pixel Graphics,Fantasy,Magic,Dark Fantasy,Mystery,Character Customization,Procedural Generation,Perma Death,Singleplayer,Indie",4.99,2969,USD,"0 .. 20,000",0,0,0,0,1,23,2,25
THE LORD OF THE NIGHT: Pombero Reborn,2526370,0,full,"English, Spanish - Spain, Japanese, Portuguese - Brazil, Russian","Inside Studios,Warani Studios",Warani Studios,windows,"Single-player,Steam Achievements,Full controller support,Family Sharing",Action,"Aug 7, 2023",78,936,"Adventure,Casual,Action-Adventure,Walking Simulator,Exploration,First-Person,Assassin,Demons,Horror,Action,Gore,Violent,Psychological Horror,Linear,Singleplayer",12.99,1854,USD,"0 .. 20,000",0,0,0,0,0,3,3,6
Happy Oshare Time,1127130,0,none,"Japanese, English",Hapiosha,Hapiosha ,windows,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Tracked Controller Support,VR Only,Steam Cloud,Family Sharing","Casual,Indie","Jun 16, 2020",209,2508,"Casual,Rhythm,Cute,Music-Based Procedural Generation,VR,PvP,Character Customization,Colorful,Family Friendly,Co-op,Indie,Online Co-Op,Multiplayer,Singleplayer",6.99,3826,USD,"0 .. 20,000",0,0,0,0,0,23,0,23
失业了，我获得了亿万游戏财产！,2875140,0,none,Simplified Chinese,Bolingogames,Bolingogames,windows,"Single-player,Family Sharing","Adventure,Indie,RPG,Simulation,Strategy","Aug 8, 2024",8833,105996,"Sexual Content,Strategy,RPG,Dating Sim,FMV,Interactive Fiction,Visual Novel,First-Person,Cinematic,Mature,Simulation,Adventure,Story Rich,Singleplayer,Multiple Endings,Choices Matter,Romance,Nudity,Hentai,Indie",12.99,642438,USD,"50,000 .. 100,000",755,0,824,0,47,1800,278,2078
Isla de la Muerte,3382410,0,none,English,Ashwake Interactive,Ashwake Interactive,windows,"Single-player,Family Sharing","Action,Early Access","Jan 24, 2025",289,3468,"Survival,Zombies,Base Building,Action,Open World,RPG,Singleplayer,Exploration,Adventure,First-Person,Early Access,Crafting,FPS,Survival Horror",11.99,5421,USD,"0 .. 20,000",0,0,0,0,1,14,5,19
雨上がりのハナビィ Ameagari no Hanaby,888990,0,none,"Japanese, English",Enigmatic Network,Enigmatic Network,"windows,mac","Single-player,Steam Achievements,Partial Controller Support,Family Sharing","Action,Adventure,Casual,Indie","Sep 22, 2018",614,7368,"Side Scroller,Exploration,2D Platformer,Action-Adventure,Female Protagonist,2D,Cute,Action,Casual,Anime,Fantasy,Atmospheric,Adventure,Singleplayer,Indie,Sexual Content,Platformer,Great Soundtrack,Mature,Nudity",13.99,22974,USD,"0 .. 20,000",0,0,0,0,0,68,1,69
Stack Machines,2279060,0,none,English,UP DEVELOPMENT LTD.,UP DEVELOPMENT LTD.,"windows,linux","Single-player,Steam Achievements,Steam Cloud,Stats,Steam Leaderboards,Family Sharing",Simulation,"Feb 24, 2023",100,1200,"Simulation,Puzzle,2D,Abstract,Minimalist,Education,Logic,Programming,Science,Grid-Based Movement,Singleplayer",11.99,2853,USD,"0 .. 20,000",0,0,0,0,0,10,0,10
BIT.TRIP RUNNER,63710,0,full,English,"Gaijin Games,Choice Provisions","Gaijin Games,Choice Provisions","windows,mac","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Family Sharing","Action,Indie","Feb 28, 2011",2511,30132,"Rhythm,Platformer,Runner,Music,Action,Singleplayer,2D,Pixel Graphics,Arcade,Minimalist,Side Scroller,Controller,Colorful,Atmospheric,Linear,Indie,Difficult,Retro,Great Soundtrack,Addictive",9.99,430111,USD,"200,000 .. 500,000",0,0,0,0,2,1576,233,1809
Catacombs 1: Demon War,654250,0,none,English,SimProse Studios,PlayIndustry LLC Publishing,"windows,mac","Single-player,Partial Controller Support,Family Sharing","Adventure,Indie,RPG","Jul 12, 2017",303,3636,"Adventure,RPG,Indie,Dungeon Crawler,Strategy RPG,CRPG,RPGMaker,Short,Casual,Story Rich,Exploration,Difficult,Replay Value,Choices Matter,Turn-Based Combat,Party-Based RPG,Great Soundtrack,Simulation,2D,Isometric",4.99,2375,USD,"0 .. 20,000",0,0,0,0,0,11,9,20
Seven Deadly Dates,1953490,0,none,English,MythiKiwi,MythiKiwi,windows,"Single-player,Steam Achievements,Family Sharing","Casual,Indie","Jul 7, 2022",467,5604,"Choose Your Own Adventure,Visual Novel,Collectathon,Romance,Tutorial,Dating Sim,2D,Cute,Dark Comedy,Dark Humor,Funny,Choices Matter,Multiple Endings,Story Rich,Casual,Text-Based,Simulation,Anime,Colorful,Demons",6.99,4990,USD,"0 .. 20,000",0,0,0,0,0,25,5,30
Resident Evil 4 (2005),254700,16,full,"English, French, German, Spanish - Spain, Italian",Capcom,Capcom,windows,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud,Steam Leaderboards,Family Sharing","Action,Adventure","Feb 27, 2014",61924,743088,,19.99,30119540,USD,"2,000,000 .. 5,000,000",0,0,0,0,821,59235,4073,63308
The Infinite Black 2,777470,0,none,English,Spellbook,www.Spellbook.com,windows,"Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Family Sharing","Adventure,Massively Multiplayer","Jun 16, 2023",872,10464,"Space Sim,Open World,PvP,Space,Adventure,Action,MMORPG,Exploration,Immersive Sim,Sci-fi,3D,Massively Multiplayer,Grid-Based Movement,Futuristic,Character Customization,Combat,Crafting,PvE,Stealth,Narration",6.99,30776,USD,"20,000 .. 50,000",0,0,0,0,16,162,23,185
行走 Walk,3352350,0,none,Simplified Chinese,无音 Deaf Team,无音 Deaf Team,windows,"Single-player,Family Sharing","Casual,Simulation","Jan 9, 2025",12,144,"Walking Simulator,Casual,3D,Simulation,Third Person,Relaxing,Open World,Realistic,Atmospheric,Singleplayer,Puzzle,Exploration",2.99,71,USD,"0 .. 20,000",0,0,0,0,0,1,0,1
Mahjongg The Ultimate Collection 2,913440,0,none,English,Gunnar Games,Gunnar Games,windows,"Single-player,Includes level editor,Family Sharing",Casual,"Aug 13, 2018",44,528,Casual,5.99,1853,USD,"0 .. 20,000",0,0,0,0,6,9,4,13
Chainmail Bikini,2229050,0,none,English,Travis Legge,Plastic Age Productions,windows,"Single-player,Family Sharing","Adventure,Casual,Indie,RPG","May 6, 2024",43,516,"CRPG,RPG,Party-Based RPG,Dark Fantasy,Action-Adventure,Female Protagonist,Pixel Graphics,2D,Dark Humor,Funny,Turn-Based Combat,Fantasy,Adventure,Medieval,Old School,Retro,Combat,Singleplayer,Cute,Casual",1.99,94,USD,"0 .. 20,000",0,0,0,0,0,1,1,2
泡泡三国,1282240,0,none,Simplified Chinese,Purple Dragon Games,Purple Dragon Games,windows,"Single-player,Family Sharing","Casual,Indie","Apr 23, 2020",12,144,"Casual,Indie,Strategy,RPG,Massively Multiplayer",0.99,70,USD,"50,000 .. 100,000",0,0,0,0,0,1,2,3
Buck Zombies,1132750,0,none,English,Harsh Reality Productions,Harsh Reality Productions,windows,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Partial Controller Support,Family Sharing",Action,"Aug 17, 2019",34,408,"Action,Gore,Violent,Multiplayer,Zombies,FPS,Co-op",0.99,117,USD,"0 .. 20,000",0,0,0,0,0,3,2,5
MagiCats Builder (Crazy Dreamz),690610,0,none,"English, French, Spanish - Spain, Portuguese - Brazil, Russian, Simplified Chinese",Dreamz Studio,Dreamz Studio,"windows,mac","Single-player,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Steam Achievements,In-App Purchases,Partial Controller Support,Includes level editor,Family Sharing","Adventure,Free To Play,Indie","Jul 10, 2018",1533,18396,"Free to Play,Indie,Puzzle Platformer,Platformer,Sandbox,2D,Adventure,Magic,Arcade,Local Multiplayer,Local Co-Op,Funny,Action,Puzzle,Singleplayer,Hand-drawn,Cute,Destruction,Casual,Early Access",undefined,undefined,undefined,"50,000 .. 100,000",0,0,0,0,0,0,2,2
Island Ops,2648150,0,none,"English, French, Italian, German, Spanish - Spain, Simplified Chinese, Japanese, Korean, Polish, Russian, Turkish, Ukrainian, Vietnamese, Traditional Chinese",BlitWiz,BlitWiz,windows,"Single-player,Family Sharing","Action,Adventure,Indie,Early Access","Jul 1, 2024",265,3180,"Action,Adventure,Third-Person Shooter,Third Person,Story Rich,Shooter,Action Roguelike,Singleplayer,Action-Adventure,War,Indie,Early Access,Military,Sci-fi,Mystery,Combat",9.99,475,USD,"0 .. 20,000",0,0,0,0,0,2,0,2
Hieroglyph: Prologue,1069150,0,full,"English, Russian",Manti-Core,Manti-Core,windows,"Single-player,Steam Achievements,Full controller support,Family Sharing","Action,Adventure,Indie","Jan 4, 2021",33,396,"2D Platformer,Difficult,Platformer,Arcade,Character Action Game,Third Person,2D,Cute,Surreal,Story Rich,Narration,Controller,Action,Pixel Graphics,Colorful,Abstract,Psychedelic,Atmospheric,Psychological,Combat",1.99,0,USD,"20,000 .. 50,000",0,0,0,0,0,0,0,0
The 鬼退治！！目指せ！二代目桃太郎,2795580,0,none,Japanese,"Nippon Ichi Software, Inc.,Systemsoft beta, Inc.","Nippon Ichi Software, Inc.",windows,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Partial Controller Support,Remote Play Together,Family Sharing",Casual,"Jul 30, 2024",25,300,"Casual,Visual Novel,Board Game,2D Platformer,2D,Pixel Graphics,Top-Down,1990's,Atmospheric,Local Multiplayer",10.99,0,USD,"0 .. 20,000",0,0,0,0,0,0,0,0
Pac vs Ghosts,1360560,0,none,English,Pix Arts,Pix Arts,"windows,mac","Single-player,Steam Leaderboards,Family Sharing","Action,Casual","Jul 14, 2020",27,324,"Action,Casual,Arcade,Classic,Cartoon,3D Platformer,Cute,Trivia,Runner,3D,Cartoony,Colorful,Comedy,Score Attack,Singleplayer",2.99,142,USD,"0 .. 20,000",0,0,0,0,0,0,2,2
Arenas Of Tanks,1951800,0,none,"English, French, German, Spanish - Spain, Japanese",Petite Games,Ratalaika Games S.L.,windows,"Single-player,Partial Controller Support,Family Sharing","Action,Casual,Indie","Aug 19, 2022",31,372,"Tanks,Vehicular Combat,Top-Down Shooter,Wargame,Shooter,Arcade,Action,3D,Casual,Top-Down,Cartoony,Colorful,War,Combat,Cartoon,Combat Racing,Multiplayer,Singleplayer,Indie",4.99,0,USD,"0 .. 20,000",0,0,0,0,0,0,0,0
Time Commando,1758910,0,none,English,[2.21],[2.21],"windows,mac","Single-player,Family Sharing",Action,"Oct 9, 2021",426,5112,"Beat 'em up,Combat,1990's,Side Scroller,Martial Arts,2.5D,Historical,Swordplay,Action,World War I,Rome,Western,Pirates,Ninja,Sci-fi,World War II,Medieval,War,Futuristic,Singleplayer",5.99,10549,USD,"200,000 .. 500,000",0,0,0,0,0,70,4,74
Mahjong Solitaire Refresh,1044210,0,none,"English, Traditional Chinese, Japanese",SUNSOFT,SUNSOFT,windows,"Single-player,Partial Controller Support,Steam Cloud,Family Sharing",Casual,"Sep 11, 2019",97,1164,"Casual,Puzzle",19.99,11894,USD,"20,000 .. 50,000",0,0,0,0,5,21,4,25
Nevrosa: Primal Ritual,1070410,0,none,"English, Russian, Simplified Chinese",GexagonVR,GexagonVR,windows,"Single-player,Steam Achievements,Tracked Controller Support,VR Only,Captions available,Family Sharing","Action,Adventure,Indie,RPG","Nov 22, 2019",514,6168,"Action,Indie,Adventure,RPG,Gore,Violent,VR,Horror,Open World,Walking Simulator,Soundtrack,Story Rich,Great Soundtrack,Exploration,Puzzle,Demons,Difficult,Action RPG,Fast-Paced,Immersive Sim",19.99,10942,USD,"0 .. 20,000",0,0,0,0,0,13,10,23
Una ad Astra,3292670,0,none,English,Gessler Games,Gessler Games,windows,"Single-player,Steam Achievements,Remote Play Together,Family Sharing",RPG,"Feb 3, 2025",17,204,"RPG,Party-Based RPG,Singleplayer,Strategy RPG,Turn-Based Strategy,Tactical RPG,Turn-Based Tactics,2D,Open World,Isometric,Fantasy,Dragons,Medieval,Hex Grid,Grid-Based Movement,Turn-Based Combat,Combat",4.99,0,USD,"0 .. 20,000",0,0,0,0,0,0,0,0
DuDu Kingdom,1333110,0,none,English,WHM,WHM,windows,"Single-player,Family Sharing","Action,Adventure,Indie,RPG,Simulation,Early Access","Nov 22, 2023",19,228,"Adventure,Action-Adventure,3D Platformer,First-Person,Zombies,Story Rich,Action,Simulation,RPG,Singleplayer,Indie,Violent,Pixel Graphics,2D,Retro,Early Access",3.99,0,USD,"0 .. 20,000",0,0,0,0,0,0,0,0
MoveUp,1730160,0,none,English,Voxel LLC,ExAbsentia,windows,"Single-player,Tracked Controller Support,VR Only,Family Sharing","Casual,Indie","Sep 15, 2021",14,168,"Casual,Adventure,Arcade,Flight,3D,Cartoony,Colorful,Atmospheric,Indie,6DOF,Choices Matter,Singleplayer,VR",2.99,213,USD,"100,000 .. 200,000",0,0,0,0,0,3,0,3
Neo Angle,693030,0,none,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Simplified Chinese, Traditional Chinese, Russian","Yan Sokalau,Dropout Games",Dropout Games,"windows,mac","Single-player,Steam Achievements,Family Sharing","Adventure,Casual,Indie","Oct 20, 2017",66,792,"Casual,Adventure,Indie,Puzzle",0.99,188,USD,"0 .. 20,000",0,0,0,0,0,8,0,8
Armored Fist 3,32710,0,none,English,NovaLogic,"NovaLogic,THQ Nordic",windows,"Single-player,Multi-player,Co-op,Family Sharing",Simulation,"Jun 18, 2009",411,4932,"Simulation,Tanks",9.99,17594,USD,"0 .. 20,000",0,0,0,0,1,56,18,74
UFO BLAST,2835250,0,full,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Turkish",odwar,odwar,windows,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Action,Casual,Indie,Strategy,Early Access","Jan 25, 2025",27,324,"Early Access,Action,Action Roguelike,Bullet Hell,Shooter,Arena Shooter,Top-Down Shooter,Exploration,Roguelite,Space,Action-Adventure,Roguelike,Strategy,2D,Top-Down,Pixel Graphics,Bullet Time,Casual,Survival,Spaceships",3.99,379,USD,"0 .. 20,000",0,0,0,0,0,3,1,4
Cube Roller,2301960,0,full,English,"yeah/nice,Aidan Ault,Hunti Ault",yeah/nice,windows,"Single-player,Steam Achievements,Full controller support,Stats,Steam Leaderboards,Family Sharing","Casual,Racing,Strategy","Mar 31, 2023",12,144,"Casual,Racing,Puzzle,Colorful,Minimalist,Logic,Relaxing,Strategy,Physics,Psychedelic",4.99,0,USD,"0 .. 20,000",0,0,0,0,0,0,0,0
MARONIA,2424040,0,none,English,3323,3323,windows,"Single-player,Family Sharing","Action,Casual,Indie,Early Access","Apr 7, 2024",9,108,"Action,Casual,2D Fighter,Roguelike,Action Roguelike,2D,Pixel Graphics,Magic,Modern,Indie,Early Access,Combat,Female Protagonist,PvE,Singleplayer",0.99,0,USD,"0 .. 20,000",0,0,0,0,0,0,0,0
Sky Road,756190,0,none,"English, Russian",Lev Gogol,Lev Gogol,windows,"Single-player,Steam Achievements,Partial Controller Support,Family Sharing","Casual,Indie","Dec 8, 2017",69,828,"Casual,Indie",0.99,212,USD,"20,000 .. 50,000",0,0,0,0,0,4,5,9
Mystery Solitaire Powerful Alchemist,1624870,0,none,"English, French, German, Russian",Somer Games,8floor,windows,"Single-player,Family Sharing",Casual,"Jun 9, 2021",30,360,"Casual,Card Game,Adventure,Indie,Singleplayer",4.99,831,USD,"0 .. 20,000",0,0,0,0,0,5,2,7
Smash Room,2370100,0,none,English,FoVR Interactive,FoVR Interactive,windows,"Single-player,VR Only,Family Sharing","Action,Casual","Apr 13, 2023",18,216,"Casual,Action,Sandbox,Hack and Slash,VR,Physics,Singleplayer,Archery,Baseball,Destruction,Immersive",4.99,237,USD,"0 .. 20,000",0,0,0,0,0,2,0,2
Jump! Fork!,1770850,0,none,"English, Simplified Chinese",Shanhai Game Studio,Shanhai Game Studio,windows,"Single-player,Family Sharing",Casual,"Nov 7, 2021",22,264,"Casual,Action-Adventure,Side Scroller,3D,Fantasy,Physics,Singleplayer",0.99,47,USD,"0 .. 20,000",0,0,0,0,0,2,0,2
White Dandelion,1467130,0,none,English,Blessing Company,Blessing Company,windows,"Single-player,Family Sharing","Adventure,Casual,Indie","Nov 20, 2020",75,900,"Anime,Atmospheric,Sexual Content,Colorful,Adventure,Minimalist,Cute,Relaxing,Side Scroller,Story Rich,LGBTQ+,Puzzle,Indie,Singleplayer,Logic,Hand-drawn,Point & Click,Casual",1.99,473,USD,"0 .. 20,000",0,0,0,0,0,10,0,10
Pangeon,983670,0,none,English,Vegetable Games,"Ultimate Games S.A.,WIG Publishing",windows,"Single-player,Family Sharing","Action,Adventure,Indie,RPG","Mar 29, 2020",536,6432,"Action,Adventure,Singleplayer,Atmospheric,Great Soundtrack,Gore,Violent,Demons,Horror,Story Rich,Mature,Blood,Roguelike",9.99,10937,USD,"0 .. 20,000",0,0,0,0,0,26,20,46
